"Species","Guild","Body_mass"
"Phylloscartes difficilis","Carnivore",0.0069
"Phylloscartes eximius","Carnivore",0.0075
"Phylloscartes flaviventris","Carnivore",0.008
"Phylloscartes flavovirens","Carnivore",0.0088
"Phylloscartes gualaquizae","Carnivore",0.008
"Phylloscartes kronei","Carnivore",0.0083
"Phylloscartes lanyoni","Carnivore",0.008
"Phylloscartes nigrifrons","Carnivore",0.0091
"Phylloscartes ophthalmicus","Carnivore",0.0092
"Phylloscartes orbitalis","Carnivore",0.0071
"Phylloscartes oustaleti","Carnivore",0.01
"Phylloscartes parkeri","Carnivore",0.0081
"Phylloscartes paulista","Carnivore",0.0075
"Phylloscartes poecilotis","Carnivore",0.008
"Phylloscartes roquettei","Carnivore",0.006
"Phylloscartes superciliaris","Carnivore",0.0077
"Phylloscartes sylviolus","Carnivore",0.008
"Phylloscartes venezuelanus","Carnivore",0.009
"Phylloscartes ventralis","Carnivore",0.0083
"Phylloscartes virescens","Carnivore",0.0085
"Piprites chloris","Carnivore",0.016
"Piprites griseiceps","Omnivore",0.016
"Piprites pileata","Herbivore",0.015
"Pitangus lictor","Carnivore",0.0255
"Pitangus sulphuratus","Carnivore",0.0629
"Platyrinchus cancrominus","Carnivore",0.0092
"Platyrinchus coronatus","Carnivore",0.0091
"Platyrinchus flavigularis","Carnivore",0.01
"Platyrinchus leucoryphus","Carnivore",0.016
"Platyrinchus mystaceus","Carnivore",0.0097
"Platyrinchus platyrhynchos","Carnivore",0.012
"Platyrinchus saturatus","Carnivore",0.0107
"Poecilotriccus albifacies","Carnivore",0.008
"Poecilotriccus calopterus","Carnivore",0.0075
"Poecilotriccus capitalis","Carnivore",0.008
"Poecilotriccus fumifrons","Carnivore",0.0066
"Poecilotriccus latirostris","Carnivore",0.0081
"Poecilotriccus luluae","Carnivore",0.0073
"Poecilotriccus plumbeiceps","Carnivore",0.0057
"Poecilotriccus pulchellus","Carnivore",0.008
"Poecilotriccus ruficeps","Carnivore",0.0088
"Poecilotriccus russatus","Carnivore",0.008
"Poecilotriccus senex","Carnivore",0.0066
"Poecilotriccus sylvia","Carnivore",0.0071
"Polystictus pectoralis","Carnivore",0.0062
"Polystictus superciliaris","Carnivore",0.006
"Pseudelaenia leucospodia","Carnivore",0.0119
"Pseudocolopteryx acutipennis","Carnivore",0.0069
"Pseudocolopteryx citreola","Carnivore",0.0075
"Pseudocolopteryx dinelliana","Carnivore",0.0075
"Pseudocolopteryx flaviventris","Carnivore",0.0075
"Pseudocolopteryx sclateri","Carnivore",0.008
"Pseudotriccus pelzelni","Carnivore",0.0109
"Pseudotriccus ruficeps","Carnivore",0.0113
"Pseudotriccus simplex","Carnivore",0.0095
"Pyrocephalus nanus","Carnivore",0.0144
"Pyrocephalus rubinus","Carnivore",0.0144
"Pyrope pyrope","Carnivore",0.0353
"Pyrrhomyias cinnamomeus","Carnivore",0.0099
"Ramphotrigon flammulatum","Carnivore",0.0172
"Ramphotrigon fuscicauda","Carnivore",0.0186
"Ramphotrigon megacephalum","Carnivore",0.0142
"Ramphotrigon ruficauda","Carnivore",0.0184
"Rhynchocyclus brevirostris","Omnivore",0.0243
"Rhynchocyclus fulvipectus","Carnivore",0.0231
"Rhynchocyclus olivaceus","Carnivore",0.0213
"Rhynchocyclus pacificus","Carnivore",0.025
"Rhytipterna holerythra","Carnivore",0.0368
"Rhytipterna immunda","Carnivore",0.0274
"Rhytipterna simplex","Carnivore",0.0318
"Satrapa icterophrys","Carnivore",0.0215
"Sayornis nigricans","Carnivore",0.0186
"Sayornis phoebe","Carnivore",0.0197
"Sayornis saya","Carnivore",0.0209
"Serpophaga cinerea","Carnivore",0.0083
"Serpophaga griseicapilla","Carnivore",0.0066
"Serpophaga hypoleuca","Carnivore",0.0061
"Serpophaga munda","Carnivore",0.0066
"Serpophaga nigricans","Carnivore",0.0085
"Serpophaga subcristata","Carnivore",0.0066
"Sirystes albocinereus","Carnivore",0.038
"Sirystes albogriseus","Carnivore",0.034
"Sirystes sibilator","Carnivore",0.0323
"Sirystes subcanescens","Carnivore",0.034
"Stigmatura budytoides","Carnivore",0.0111
"Stigmatura napensis","Carnivore",0.0098
"Sublegatus arenarum","Omnivore",0.0123
"Sublegatus modestus","Carnivore",0.014
"Sublegatus obscurior","Carnivore",0.016
"Suiriri suiriri","Carnivore",0.0145
"Syrtidicola fluviatilis","Carnivore",0.0147
"Tachuris rubrigastra","Carnivore",0.0078
"Taeniotriccus andrei","Carnivore",0.0095
"Todirostrum chrysocrotaphum","Carnivore",0.007
"Todirostrum cinereum","Carnivore",0.0063
"Todirostrum maculatum","Carnivore",0.0073
"Todirostrum nigriceps","Carnivore",0.0065
"Todirostrum pictum","Carnivore",0.0068
"Todirostrum poliocephalum","Carnivore",0.0056
"Todirostrum viridanum","Carnivore",0.0065
"Tolmomyias assimilis","Carnivore",0.017
"Tolmomyias flaviventris","Carnivore",0.0122
"Tolmomyias poliocephalus","Carnivore",0.0108
"Tolmomyias sulphurescens","Carnivore",0.0143
"Tolmomyias traylori","Carnivore",0.0115
"Tumbezia salvini","Carnivore",0.0122
"Tyrannopsis sulphurea","Carnivore",0.0536
"Tyrannulus elatus","Omnivore",0.007
"Tyrannus albogularis","Carnivore",0.0371
"Tyrannus caudifasciatus","Carnivore",0.0424
"Tyrannus couchii","Carnivore",0.039
"Tyrannus crassirostris","Carnivore",0.0559
"Tyrannus cubensis","Carnivore",0.0936
"Tyrannus dominicensis","Carnivore",0.0465
"Tyrannus forficatus","Omnivore",0.0393
"Tyrannus melancholicus","Carnivore",0.0374
"Tyrannus niveigularis","Omnivore",0.0344
"Tyrannus savana","Carnivore",0.0319
"Tyrannus tyrannus","Carnivore",0.0399
"Tyrannus verticalis","Carnivore",0.0396
"Tyrannus vociferans","Carnivore",0.0456
"Uromyias agilis","Carnivore",0.0101
"Uromyias agraphia","Carnivore",0.0099
"Xenotriccus callizonus","Carnivore",0.0112
"Xenotriccus mexicanus","Carnivore",0.0138
"Xolmis irupero","Carnivore",0.0287
"Xolmis velatus","Carnivore",0.0287
"Zimmerius acer","Carnivore",0.0071
"Zimmerius albigularis","Carnivore",0.0104
"Zimmerius bolivianus","Carnivore",0.011
"Zimmerius chicomendesi","Omnivore",0.0055
"Zimmerius chrysops","Carnivore",0.0104
"Zimmerius cinereicapilla","Carnivore",0.0118
"Zimmerius gracilipes","Carnivore",0.0071
"Zimmerius improbus","Omnivore",0.0109
"Zimmerius parvus","Omnivore",0.0097
"Zimmerius petersi","Omnivore",0.0109
"Zimmerius vilissimus","Omnivore",0.0097
"Zimmerius villarejoi","Omnivore",0.0061
"Zimmerius viridiflavus","Carnivore",0.0096
"Urocynchramus pylzowi","Herbivore",0.0286
"Artamella viridis","Carnivore",0.0488
"Bias musicus","Carnivore",0.0219
"Calicalicus madagascariensis","Carnivore",0.0164
"Calicalicus rufocarpalis","Carnivore",0.0168
"Cyanolanius madagascarinus","Carnivore",0.0223
"Euryceros prevostii","Carnivore",0.0969
"Falculea palliata","Carnivore",0.111
"Hemipus hirundinaceus","Carnivore",0.0102
"Hemipus picatus","Carnivore",0.009
"Hypositta corallirostris","Carnivore",0.0141
"Leptopterus chabert","Carnivore",0.0196
"Megabyas flammulatus","Carnivore",0.028
"Mystacornis crossleyi","Carnivore",0.0245
"Newtonia amphichroa","Carnivore",0.0123
"Newtonia archboldi","Carnivore",0.0078
"Newtonia brunneicauda","Carnivore",0.0101
"Newtonia fanovanae","Carnivore",0.0127
"Oriolia bernieri","Carnivore",0.052
"Philentoma pyrhoptera","Carnivore",0.0169
"Philentoma velata","Carnivore",0.0261
"Prionops alberti","Carnivore",0.0613
"Prionops caniceps","Carnivore",0.0482
"Prionops gabela","Carnivore",0.0501
"Prionops plumatus","Carnivore",0.0338
"Prionops poliolophus","Carnivore",0.049
"Prionops retzii","Carnivore",0.0501
"Prionops rufiventris","Carnivore",0.05
"Prionops scopifrons","Carnivore",0.0294
"Pseudobias wardi","Carnivore",0.0127
"Schetba rufa","Carnivore",0.0373
"Tephrodornis affinis","Carnivore",0.0202
"Tephrodornis pondicerianus","Carnivore",0.0202
"Tephrodornis sylvicola","Carnivore",0.0378
"Tephrodornis virgatus","Carnivore",0.0378
"Tylas eduardi","Carnivore",0.0468
"Vanga curvirostris","Carnivore",0.0642
"Xenopirostris damii","Carnivore",0.0595
"Xenopirostris polleni","Carnivore",0.0615
"Xenopirostris xenopirostris","Carnivore",0.0595
"Anomalospiza imberbis","Herbivore",0.0205
"Vidua camerunensis","Herbivore",0.0121
"Vidua chalybeata","Herbivore",0.0125
"Vidua codringtoni","Herbivore",0.0128
"Vidua fischeri","Herbivore",0.0122
"Vidua funerea","Herbivore",0.0143
"Vidua hypocherina","Herbivore",0.0119
"Vidua interjecta","Herbivore",0.0206
"Vidua larvaticola","Herbivore",0.0131
"Vidua macroura","Herbivore",0.0157
"Vidua maryae","Herbivore",0.0128
"Vidua nigeriae","Herbivore",0.012
"Vidua obtusa","Herbivore",0.0207
"Vidua orientalis","Herbivore",0.0185
"Vidua paradisaea","Herbivore",0.0204
"Vidua purpurascens","Herbivore",0.0131
"Vidua raricola","Herbivore",0.0119
"Vidua regia","Herbivore",0.0144
"Vidua togoensis","Herbivore",0.0156
"Vidua wilsoni","Herbivore",0.0131
"Cyclarhis gujanensis","Carnivore",0.0288
"Cyclarhis nigrirostris","Carnivore",0.0319
"Erpornis zantholeuca","Omnivore",0.0118
"Hylophilus amaurocephalus","Omnivore",0.0117
"Hylophilus brunneiceps","Carnivore",0.0099
"Hylophilus flavipes","Carnivore",0.0117
"Hylophilus olivaceus","Carnivore",0.012
"Hylophilus pectoralis","Carnivore",0.0116
"Hylophilus poicilotis","Carnivore",0.0104
"Hylophilus semicinereus","Carnivore",0.013
"Hylophilus thoracicus","Carnivore",0.0138
"Pachysylvia aurantiifrons","Carnivore",0.0095
"Pachysylvia decurtata","Carnivore",0.0085
"Pachysylvia hypoxantha","Carnivore",0.017
"Pachysylvia muscicapina","Carnivore",0.0117
"Pachysylvia semibrunnea","Carnivore",0.0114
"Pteruthius aenobarbus","Carnivore",0.0118
"Pteruthius aeralatus","Carnivore",0.0387
"Pteruthius annamensis","Carnivore",0.0387
"Pteruthius flaviscapis","Carnivore",0.0387
"Pteruthius intermedius","Carnivore",0.0118
"Pteruthius melanotis","Carnivore",0.0133
"Pteruthius ripleyi","Carnivore",0.0387
"Pteruthius rufiventer","Carnivore",0.043
"Pteruthius xanthochlorus","Omnivore",0.0143
"Tunchiornis ochraceiceps","Carnivore",0.0116
"Vireo altiloquus","Omnivore",0.019
"Vireo atricapilla","Carnivore",0.009
"Vireo bairdi","Carnivore",0.012
"Vireo bellii","Carnivore",0.0085
"Vireo brevipennis","Carnivore",0.0118
"Vireo caribaeus","Omnivore",0.0093
"Vireo carmioli","Carnivore",0.0131
"Vireo cassinii","Carnivore",0.0147
"Vireo chivi","Omnivore",0.0161
"Vireo crassirostris","Carnivore",0.013
"Vireo flavifrons","Carnivore",0.018
"Vireo flavoviridis","Omnivore",0.0176
"Vireo gilvus","Carnivore",0.0127
"Vireo gracilirostris","Carnivore",0.0165
"Vireo griseus","Carnivore",0.0114
"Vireo gundlachii","Carnivore",0.0129
"Vireo huttoni","Carnivore",0.0113
"Vireo hypochryseus","Carnivore",0.0122
"Vireo latimeri","Carnivore",0.012
"Vireo leucophrys","Carnivore",0.0123
"Vireo magister","Omnivore",0.0154
"Vireo masteri","Carnivore",0.0112
"Vireo modestus","Carnivore",0.0096
"Vireo nanus","Omnivore",0.0105
"Vireo nelsoni","Carnivore",0.0094
"Vireo olivaceus","Omnivore",0.0161
"Vireo osburni","Omnivore",0.0199
"Vireo pallens","Carnivore",0.011
"Vireo philadelphicus","Carnivore",0.0115
"Vireo plumbeus","Carnivore",0.0164
"Vireo sclateri","Carnivore",0.0112
"Vireo solitarius","Carnivore",0.0153
"Vireo vicinior","Carnivore",0.0128
"Vireolanius eximius","Carnivore",0.024
"Vireolanius leucotis","Carnivore",0.026
"Vireolanius melitophrys","Carnivore",0.0347
"Vireolanius pulchellus","Carnivore",0.024
"Zeledonia coronata","Carnivore",0.021
"Apalopteron familiare","Herbivore",0.015
"Cleptornis marchei","Herbivore",0.0202
"Dasycrotapha plateni","Carnivore",0.0087
"Dasycrotapha pygmaea","Carnivore",0.0087
"Dasycrotapha speciosa","Carnivore",0.0164
"Heleia crassirostris","Omnivore",0.019
"Heleia dohertyi","Herbivore",0.02
"Heleia goodfellowi","Herbivore",0.02
"Heleia javanica","Herbivore",0.02
"Heleia muelleri","Omnivore",0.0167
"Heleia pinaiae","Omnivore",0.0274
"Heleia squamiceps","Herbivore",0.0145
"Heleia squamifrons","Herbivore",0.0069
"Heleia superciliaris","Herbivore",0.02
"Heleia wallacei","Omnivore",0.011
"Megazosterops palauensis","Omnivore",0.031
"Parayuhina diademata","Carnivore",0.022
"Rukia longirostra","Omnivore",0.0179
"Rukia ruki","Omnivore",0.021
"Staphida castaniceps","Carnivore",0.0118
"Staphida everetti","Carnivore",0.0121
"Staphida torqueola","Carnivore",0.0118
"Sterrhoptilus capitalis","Carnivore",0.0149
"Sterrhoptilus dennistouni","Carnivore",0.0157
"Sterrhoptilus nigrocapitatus","Carnivore",0.0141
"Tephrozosterops stalkeri","Herbivore",0.0177
"Yuhina bakeri","Omnivore",0.0171
"Yuhina brunneiceps","Omnivore",0.0125
"Yuhina flavicollis","Carnivore",0.0169
"Yuhina gularis","Carnivore",0.0208
"Yuhina humilis","Omnivore",0.014
"Yuhina nigrimenta","Omnivore",0.0095
"Yuhina occipitalis","Omnivore",0.013
"Zosterops abyssinicus","Carnivore",0.0094
"Zosterops albogularis","Omnivore",0.03
"Zosterops aldabrensis","Omnivore",0.0089
"Zosterops anderssoni","Carnivore",0.0109
"Zosterops anjuanensis","Omnivore",0.0089
"Zosterops anomalus","Omnivore",0.012
"Zosterops atricapilla","Omnivore",0.0092
"Zosterops atriceps","Omnivore",0.012
"Zosterops atrifrons","Omnivore",0.01
"Zosterops auriventer","Omnivore",0.0086
"Zosterops borbonicus","Omnivore",0.0082
"Zosterops brunneus","Omnivore",0.0161
"Zosterops buruensis","Omnivore",0.012
"Zosterops ceylonensis","Omnivore",0.0126
"Zosterops chloris","Omnivore",0.0115
"Zosterops chloronothos","Omnivore",0.0081
"Zosterops cinereus","Herbivore",0.0112
"Zosterops citrinella","Omnivore",0.0115
"Zosterops comorensis","Omnivore",0.0089
"Zosterops consobrinorum","Omnivore",0.0101
"Zosterops conspicillatus","Herbivore",0.0079
"Zosterops emiliae","Omnivore",0.0139
"Zosterops erythropleurus","Carnivore",0.011
"Zosterops eurycricotus","Omnivore",0.011
"Zosterops everetti","Herbivore",0.01
"Zosterops explorator","Carnivore",0.0105
"Zosterops feae","Omnivore",0.0114
"Zosterops ficedulinus","Omnivore",0.0094
"Zosterops finschii","Herbivore",0.0106
"Zosterops flavifrons","Herbivore",0.0107
"Zosterops flavilateralis","Carnivore",0.0094
"Zosterops flavissimus","Omnivore",0.0115
"Zosterops flavus","Carnivore",0.007
"Zosterops fuscicapilla","Omnivore",0.0112
"Zosterops gibbsi","Carnivore",0.0149
"Zosterops grayi","Omnivore",0.016
"Zosterops griseotinctus","Herbivore",0.014
"Zosterops griseovirescens","Carnivore",0.011
"Zosterops hypolais","Omnivore",0.0106
"Zosterops hypoxanthus","Herbivore",0.0125
"Zosterops inornatus","Omnivore",0.0229
"Zosterops japonicus","Omnivore",0.0113
"Zosterops kikuyuensis","Omnivore",0.011
"Zosterops kirki","Omnivore",0.0089
"Zosterops kuehni","Omnivore",0.012
"Zosterops kulambangrae","Omnivore",0.0106
"Zosterops lacertosus","Omnivore",0.028
"Zosterops lateralis","Omnivore",0.0127
"Zosterops leucophaeus","Omnivore",0.0148
"Zosterops lugubris","Herbivore",0.0148
"Zosterops luteirostris","Omnivore",0.0106
"Zosterops luteus","Carnivore",0.0097
"Zosterops maderaspatanus","Omnivore",0.0089
"Zosterops mauritianus","Omnivore",0.0082
"Zosterops mayottensis","Omnivore",0.0099
"Zosterops mbuluensis","Omnivore",0.011
"Zosterops meeki","Omnivore",0.009
"Zosterops melanocephalus","Omnivore",0.0109
"Zosterops melanurus","Omnivore",0.0086
"Zosterops metcalfii","Carnivore",0.014
"Zosterops meyeni","Omnivore",0.01
"Zosterops minor","Omnivore",0.0111
"Zosterops minutus","Omnivore",0.0083
"Zosterops modestus","Omnivore",0.0128
"Zosterops mouroniensis","Herbivore",0.0099
"Zosterops murphyi","Omnivore",0.0106
"Zosterops mysorensis","Omnivore",0.015
"Zosterops natalis","Herbivore",0.01
"Zosterops nehrkorni","Omnivore",0.01
"Zosterops nigrorum","Omnivore",0.0073
"Zosterops novaeguineae","Omnivore",0.0125
"Zosterops oleagineus","Omnivore",0.0106
"Zosterops olivaceus","Herbivore",0.0091
"Zosterops pallidus","Omnivore",0.0111
"Zosterops palpebrosus","Omnivore",0.0086
"Zosterops poliogastrus","Omnivore",0.011
"Zosterops ponapensis","Herbivore",0.0112
"Zosterops rendovae","Herbivore",0.0172
"Zosterops rennellianus","Omnivore",0.0145
"Zosterops rotensis","Omnivore",0.01
"Zosterops samoensis","Omnivore",0.0106
"Zosterops sanctaecrucis","Omnivore",0.014
"Zosterops semperi","Carnivore",0.0106
"Zosterops senegalensis","Carnivore",0.0109
"Zosterops silvanus","Omnivore",0.011
"Zosterops simplex","Omnivore",0.0113
"Zosterops socotranus","Carnivore",0.0094
"Zosterops somadikartai","Omnivore",0.01
"Zosterops splendidus","Omnivore",0.0106
"Zosterops stalkeri","Omnivore",0.01
"Zosterops stenocricotus","Carnivore",0.0109
"Zosterops stresemanni","Omnivore",0.022
"Zosterops stuhlmanni","Carnivore",0.0109
"Zosterops superciliosus","Omnivore",0.0298
"Zosterops tenuirostris","Omnivore",0.0172
"Zosterops tetiparius","Omnivore",0.0106
"Zosterops uropygialis","Omnivore",0.014
"Zosterops vaughani","Herbivore",0.0109
"Zosterops vellalavella","Omnivore",0.0106
"Zosterops virens","Omnivore",0.0111
"Zosterops winifredae","Omnivore",0.011
"Zosterops xanthochroa","Omnivore",0.0103
"Zosterornis hypogrammicus","Carnivore",0.0216
"Zosterornis latistriatus","Carnivore",0.0295
"Zosterornis nigrorum","Carnivore",0.0216
"Zosterornis striatus","Carnivore",0.0139
"Zosterornis whiteheadi","Carnivore",0.0219
"Agamia agami","Carnivore",0.567
"Ardea alba","Carnivore",0.8713
"Ardea cinerea","Carnivore",1.443
"Ardea cocoi","Carnivore",1.7524
"Ardea goliath","Carnivore",4.468
"Ardea herodias","Carnivore",2.5234
"Ardea humbloti","Carnivore",1.06
"Ardea insignis","Carnivore",2.024
"Ardea intermedia","Carnivore",0.4588
"Ardea melanocephala","Carnivore",1.06
"Ardea pacifica","Carnivore",0.881
"Ardea purpurea","Carnivore",1.0645
"Ardea sumatrana","Carnivore",2.024
"Ardeola bacchus","Carnivore",0.3049
"Ardeola grayii","Carnivore",0.253
"Ardeola idae","Carnivore",0.253
"Ardeola ralloides","Carnivore",0.287
"Ardeola rufiventris","Carnivore",0.2015
"Ardeola speciosa","Carnivore",0.253
"Botaurus lentiginosus","Carnivore",0.706
"Botaurus pinnatus","Carnivore",0.8122
"Botaurus poiciloptilus","Carnivore",1.0837
"Botaurus stellaris","Carnivore",1.3195
"Bubulcus ibis","Carnivore",0.366
"Butorides striata","Carnivore",0.2015
"Butorides virescens","Carnivore",0.2015
"Cochlearius cochlearius","Carnivore",0.6432
"Egretta ardesiaca","Carnivore",0.324
"Egretta caerulea","Carnivore",0.3386
"Egretta eulophotes","Carnivore",0.4618
"Egretta garzetta","Carnivore",0.312
"Egretta gularis","Carnivore",0.312
"Egretta novaehollandiae","Carnivore",0.5586
"Egretta picata","Carnivore",0.259
"Egretta rufescens","Carnivore",0.614
"Egretta sacra","Carnivore",0.502
"Egretta thula","Carnivore",0.371
"Egretta tricolor","Carnivore",0.3723
"Egretta vinaceigula","Carnivore",0.288
"Gorsachius goisagi","Carnivore",0.527
"Gorsachius leuconotus","Carnivore",0.44
"Gorsachius magnificus","Carnivore",0.4803
"Gorsachius melanolophus","Carnivore",0.4123
"Ixobrychus cinnamomeus","Carnivore",0.1265
"Ixobrychus dubius","Carnivore",0.0839
"Ixobrychus eurhythmus","Carnivore",0.139
"Ixobrychus exilis","Carnivore",0.0863
"Ixobrychus flavicollis","Carnivore",0.321
"Ixobrychus involucris","Carnivore",0.0801
"Ixobrychus minutus","Carnivore",0.0995
"Ixobrychus sinensis","Carnivore",0.0943
"Ixobrychus sturmii","Carnivore",0.14
"Nyctanassa violacea","Carnivore",0.6817
"Nycticorax caledonicus","Carnivore",0.856
"Nycticorax nycticorax","Carnivore",0.81
"Pilherodius pileatus","Carnivore",0.5686
"Syrigma sibilatrix","Carnivore",0.463
"Tigriornis leucolopha","Carnivore",0.846
"Tigrisoma fasciatum","Carnivore",0.85
